Datetime,Open,High,Low,Close,Volume
2025-07-14 09:30:00,3371.199951171875,3376.0,3369.300048828125,3373.89990234375,0
2025-07-14 10:30:00,3373.800048828125,3374.5,3367.0,3370.60009765625,3943
2025-07-14 11:30:00,3370.89990234375,3382.0,3369.5,3381.699951171875,5755
2025-07-14 12:30:00,3381.60009765625,3386.199951171875,3378.5,3382.699951171875,8628
2025-07-14 13:30:00,3382.699951171875,3383.39990234375,3376.10009765625,3376.800048828125,4704
2025-07-14 14:30:00,3376.800048828125,3382.39990234375,3375.300048828125,3381.89990234375,4214
2025-07-14 15:30:00,3382.10009765625,3386.39990234375,3380.699951171875,3382.89990234375,5864
2025-07-14 16:30:00,3383.0,3383.89990234375,3374.10009765625,3374.39990234375,6246
2025-07-14 17:30:00,3374.199951171875,3376.699951171875,3357.800048828125,3358.60009765625,17646
2025-07-14 18:30:00,3358.699951171875,3367.0,3355.39990234375,3363.300048828125,14115
2025-07-14 19:30:00,3363.0,3364.199951171875,3348.5,3351.10009765625,22221
2025-07-14 20:30:00,3351.10009765625,3357.39990234375,3350.39990234375,3352.699951171875,14000
2025-07-14 21:30:00,3352.699951171875,3357.10009765625,3350.60009765625,3355.60009765625,9434
2025-07-14 22:30:00,3355.60009765625,3360.10009765625,3355.300048828125,3359.199951171875,18001
2025-07-14 23:30:00,3359.300048828125,3359.800048828125,3356.5,3357.800048828125,3475
2025-07-15 00:30:00,3357.89990234375,3359.39990234375,3352.39990234375,3353.199951171875,5252
2025-07-15 01:30:00,3353.39990234375,3354.60009765625,3350.10009765625,3352.10009765625,1854
2025-07-15 03:30:00,3352.0,3354.10009765625,3349.60009765625,3354.0,0
2025-07-15 04:30:00,3353.800048828125,3355.199951171875,3352.5,3354.199951171875,1133
2025-07-15 05:30:00,3354.10009765625,3358.199951171875,3353.60009765625,3356.800048828125,2258
2025-07-15 06:30:00,3356.800048828125,3359.199951171875,3354.60009765625,3355.300048828125,2762
2025-07-15 07:30:00,3355.300048828125,3361.199951171875,3354.800048828125,3359.5,5693
2025-07-15 08:30:00,3359.699951171875,3367.39990234375,3359.39990234375,3366.800048828125,4217
2025-07-15 09:30:00,3367.10009765625,3370.800048828125,3366.89990234375,3369.5,4554
2025-07-15 10:30:00,3369.89990234375,3374.699951171875,3369.89990234375,3371.300048828125,4379
2025-07-15 11:30:00,3371.10009765625,3373.199951171875,3366.5,3367.0,6213
2025-07-15 12:30:00,3367.300048828125,3373.800048828125,3366.300048828125,3372.89990234375,4685
2025-07-15 13:30:00,3372.800048828125,3374.300048828125,3365.39990234375,3369.5,8699
2025-07-15 14:30:00,3369.39990234375,3373.39990234375,3367.5,3372.39990234375,5165
2025-07-15 15:30:00,3372.699951171875,3375.39990234375,3370.39990234375,3370.60009765625,3728
2025-07-15 16:30:00,3370.699951171875,3371.10009765625,3362.800048828125,3363.60009765625,5625
2025-07-15 17:30:00,3363.5,3369.800048828125,3355.0,3357.300048828125,16939
2025-07-15 18:30:00,3357.60009765625,3360.60009765625,3341.5,3355.10009765625,24821
2025-07-15 19:30:00,3355.0,3360.5,3350.60009765625,3355.60009765625,13147
2025-07-15 20:30:00,3355.60009765625,3357.800048828125,3332.5,3336.5,25985
2025-07-15 21:30:00,3336.300048828125,3337.699951171875,3327.300048828125,3336.5,16880
2025-07-15 22:30:00,3336.39990234375,3338.5,3332.39990234375,3334.800048828125,10083
2025-07-15 23:30:00,3334.89990234375,3338.39990234375,3332.5,3335.39990234375,4011
2025-07-16 00:30:00,3335.39990234375,3337.800048828125,3333.10009765625,3337.10009765625,2865
2025-07-16 01:30:00,3337.0,3337.60009765625,3330.10009765625,3330.5,2123
2025-07-16 03:30:00,3330.5,3333.699951171875,3329.39990234375,3332.60009765625,0
2025-07-16 04:30:00,3333.0,3338.800048828125,3332.5,3337.699951171875,1968
2025-07-16 05:30:00,3337.699951171875,3339.39990234375,3335.10009765625,3337.0,2782
2025-07-16 06:30:00,3336.800048828125,3340.89990234375,3335.199951171875,3336.89990234375,4009
2025-07-16 07:30:00,3337.10009765625,3337.699951171875,3331.5,3332.5,6153
2025-07-16 08:30:00,3332.39990234375,3341.89990234375,3332.39990234375,3341.300048828125,3585
2025-07-16 09:30:00,3340.89990234375,3345.39990234375,3339.199951171875,3345.10009765625,4068
2025-07-16 10:30:00,3345.10009765625,3346.39990234375,3342.0,3344.5,2655
2025-07-16 11:30:00,3344.60009765625,3348.800048828125,3344.0,3346.10009765625,4997
2025-07-16 12:30:00,3346.0,3346.60009765625,3342.199951171875,3344.60009765625,4136
2025-07-16 13:30:00,3344.60009765625,3349.5,3344.39990234375,3348.800048828125,4506
2025-07-16 14:30:00,3348.699951171875,3349.800048828125,3346.0,3347.10009765625,3623
2025-07-16 15:30:00,3347.10009765625,3347.60009765625,3341.199951171875,3342.300048828125,4557
2025-07-16 16:30:00,3342.10009765625,3347.699951171875,3340.89990234375,3346.39990234375,6427
2025-07-16 17:30:00,3346.39990234375,3348.39990234375,3337.800048828125,3342.0,16586
2025-07-16 18:30:00,3341.800048828125,3346.5,3328.800048828125,3333.89990234375,16626
2025-07-16 19:30:00,3333.60009765625,3350.199951171875,3326.10009765625,3345.39990234375,27395
2025-07-16 20:30:00,3345.300048828125,3385.800048828125,3342.800048828125,3350.39990234375,81844
2025-07-16 21:30:00,3350.5,3363.0,3346.0,3356.10009765625,17618
2025-07-16 22:30:00,3356.0,3364.5,3355.699951171875,3362.10009765625,7979
2025-07-16 23:30:00,3362.0,3364.60009765625,3356.300048828125,3357.39990234375,4417
2025-07-17 00:30:00,3357.699951171875,3357.800048828125,3353.300048828125,3354.300048828125,3721
2025-07-17 01:30:00,3354.5,3356.39990234375,3353.39990234375,3354.199951171875,1587
2025-07-17 03:30:00,3354.699951171875,3358.199951171875,3353.89990234375,3355.39990234375,0
2025-07-17 04:30:00,3355.300048828125,3356.199951171875,3350.60009765625,3352.0,1403
2025-07-17 05:30:00,3351.699951171875,3352.800048828125,3345.5,3346.60009765625,3216
2025-07-17 06:30:00,3346.60009765625,3350.699951171875,3342.699951171875,3350.199951171875,4361
2025-07-17 07:30:00,3350.10009765625,3351.0,3343.5,3347.300048828125,4243
2025-07-17 08:30:00,3347.300048828125,3348.800048828125,3342.5,3347.699951171875,2878
2025-07-17 09:30:00,3347.5,3351.0,3344.60009765625,3349.0,2250
2025-07-17 10:30:00,3348.89990234375,3349.10009765625,3342.300048828125,3345.39990234375,4383
2025-07-17 11:30:00,3345.5,3346.0,3334.300048828125,3341.300048828125,9936
2025-07-17 12:30:00,3341.199951171875,3341.800048828125,3330.300048828125,3331.39990234375,7829
2025-07-17 13:30:00,3331.39990234375,3337.60009765625,3331.10009765625,3334.0,5176
2025-07-17 14:30:00,3333.89990234375,3337.800048828125,3330.39990234375,3331.199951171875,4318
2025-07-17 15:30:00,3331.39990234375,3337.0,3330.0,3331.0,5271
2025-07-17 16:30:00,3330.89990234375,3334.199951171875,3327.5,3329.5,7459
2025-07-17 17:30:00,3329.5,3333.89990234375,3314.300048828125,3318.199951171875,29361
2025-07-17 18:30:00,3318.10009765625,3326.699951171875,3316.10009765625,3323.699951171875,20566
2025-07-17 19:30:00,3323.60009765625,3341.199951171875,3323.300048828125,3340.0,14324
2025-07-17 20:30:00,3340.0,3343.89990234375,3336.699951171875,3342.300048828125,9485
2025-07-17 21:30:00,3342.39990234375,3345.5,3340.60009765625,3344.10009765625,7972
2025-07-17 22:30:00,3344.199951171875,3346.5,3341.60009765625,3342.800048828125,7134
2025-07-17 23:30:00,3342.89990234375,3344.300048828125,3340.89990234375,3343.800048828125,2073
2025-07-18 00:30:00,3343.89990234375,3346.199951171875,3343.39990234375,3345.199951171875,2314
2025-07-18 01:30:00,3345.5,3345.800048828125,3343.0,3345.39990234375,1276
2025-07-18 03:30:00,3347.5,3350.199951171875,3344.5,3349.10009765625,0
2025-07-18 04:30:00,3349.300048828125,3349.60009765625,3345.0,3345.60009765625,1285
